Timestamp,Temperature [C],Relative Humidity,CO2,PM_N_0p5,PM_N_1,PM_N_2p5,PM_N_4,PM_N_10,PM_C_1,PM_C_2p5,PM_C_4,PM_C_10
2019-10-22 14:51:56,22,50,400,0,0,0,0,0,0,0,0,0
2019-10-22 14:52:56,22,50,400,0,0,0,0,0,0,0,0,0
2019-10-22 14:53:56,22,50,400,0,0,0,0,0,0,0,0,0
2019-10-22 14:54:56,22,50,400,0,0,0,0,0,0,0,0,0
2019-10-22 14:55:56,22,50,400,0,0,0,0,0,0,0,0,0
2019-10-22 14:56:56,22,50,400,0,0,0,0,0,0,0,0,0
2019-10-22 14:58:51,22,50,400,0,0,0,0,0,0,0,0,0
2019-10-22 14:59:51,22,50,400,0,0,0,0,0,0,0,0,0
2019-10-22 15:00:51,22,50,400,0,0,0,0,0,0,0,0,0
2019-10-22 15:02:08,22,50,400,0,0,0,0,0,0,0,0,0
2019-10-22 15:03:08,22,50,400,0,0,0,0,0,0,0,0,0
2019-10-22 15:04:09,22,50,400,0,0,0,0,0,0,0,0,0
2019-10-22 15:05:09,22,50,400,0,0,0,0,0,0,0,0,0
2019-10-22 15:06:09,22,50,400,0,0,0,0,0,0,0,0,0
2019-10-22 15:07:09,22,50,400,0,0,0,0,0,0,0,0,0
2019-10-22 15:08:10,22,50,400,0,0,0,0,0,0,0,0,0
2019-10-22 15:09:10,22,50,400,0,0,0,0,0,0,0,0,0
2019-10-22 15:10:11,22,50,400,0,0,0,0,0,0,0,0,0
2019-10-22 15:11:11,22,50,400,0,0,0,0,0,0,0,0,0
2019-10-22 15:12:11,22,50,400,0,0,0,0,0,0,0,0,0
2019-10-22 15:13:11,22,50,400,0,0,0,0,0,0,0,0,0
